programa,nivel,modelo,mape_pct,confianza,grad_2024,pred_2025,pred_2026,pred_2027,ic_inf_2027,ic_sup_2027,crecimiento_pct,total_pred_2025_2027,total_2018_2024,ranking
"MAESTRIA EN COMUNICACION,DESARROLLO Y CAMBIO SOCIAL",Posgrado,Holt,52.5,BAJA,2,1,0,0,0,19,-100.0,1,65,1
MAESTRIA EN FILOSOFIA LATINOAMERICANA,Posgrado,Polinómico,62.5,BAJA,2,0,0,0,0,10,-100.0,0,41,2
MAESTRIA EN DERECHO CONTRACTUAL PUBLICO Y PRIVADO,Posgrado,Polinómico,18.6,MEDIA,24,4,0,0,0,53,-100.0,4,263,3
MAESTRIA EN PSICOLOGIA JURIDICA,Posgrado,Polinómico,81.1,BAJA,11,0,0,0,0,51,-100.0,0,223,4
MAESTRIA EN SALUD PUBLICA,Posgrado,Polinómico,150.6,BAJA,1,0,0,0,0,43,-100.0,0,119,5
